[2025-09-13 00:04:43] 已保存分块 0/52 用于文件 1.mp4
[2025-09-13 00:04:43] 已保存分块 1/52 用于文件 1.mp4
[2025-09-13 00:04:43] 已保存分块 2/52 用于文件 1.mp4
[2025-09-13 00:04:43] 已保存分块 3/52 用于文件 1.mp4
[2025-09-13 00:04:43] 已保存分块 4/52 用于文件 1.mp4
[2025-09-13 00:04:43] 已保存分块 5/52 用于文件 1.mp4
[2025-09-13 00:04:43] 已保存分块 6/52 用于文件 1.mp4
[2025-09-13 00:04:43] 已保存分块 7/52 用于文件 1.mp4
[2025-09-13 00:04:44] 已保存分块 8/52 用于文件 1.mp4
[2025-09-13 00:04:44] 已保存分块 9/52 用于文件 1.mp4
[2025-09-13 00:04:44] 已保存分块 10/52 用于文件 1.mp4
[2025-09-13 00:04:44] 已保存分块 11/52 用于文件 1.mp4
[2025-09-13 00:04:44] 已保存分块 12/52 用于文件 1.mp4
[2025-09-13 00:04:44] 已保存分块 13/52 用于文件 1.mp4
[2025-09-13 00:04:44] 已保存分块 14/52 用于文件 1.mp4
[2025-09-13 00:04:45] 已保存分块 15/52 用于文件 1.mp4
[2025-09-13 00:04:46] 已保存分块 16/52 用于文件 1.mp4
[2025-09-13 00:04:46] 已保存分块 17/52 用于文件 1.mp4
[2025-09-13 00:04:46] 已保存分块 18/52 用于文件 1.mp4
[2025-09-13 00:04:46] 已保存分块 19/52 用于文件 1.mp4
[2025-09-13 00:04:46] 已保存分块 20/52 用于文件 1.mp4
[2025-09-13 00:04:46] 已保存分块 21/52 用于文件 1.mp4
[2025-09-13 00:04:46] 已保存分块 22/52 用于文件 1.mp4
[2025-09-13 00:04:47] 已保存分块 23/52 用于文件 1.mp4
[2025-09-13 00:04:47] 已保存分块 24/52 用于文件 1.mp4
[2025-09-13 00:04:47] 已保存分块 25/52 用于文件 1.mp4
[2025-09-13 00:04:47] 已保存分块 26/52 用于文件 1.mp4
[2025-09-13 00:04:47] 已保存分块 27/52 用于文件 1.mp4
[2025-09-13 00:04:47] 已保存分块 28/52 用于文件 1.mp4
[2025-09-13 00:04:47] 已保存分块 29/52 用于文件 1.mp4
[2025-09-13 00:04:47] 已保存分块 30/52 用于文件 1.mp4
[2025-09-13 00:04:47] 已保存分块 31/52 用于文件 1.mp4
[2025-09-13 00:04:48] 已保存分块 32/52 用于文件 1.mp4
[2025-09-13 00:04:48] 已保存分块 33/52 用于文件 1.mp4
[2025-09-13 00:04:48] 已保存分块 34/52 用于文件 1.mp4
[2025-09-13 00:04:48] 已保存分块 35/52 用于文件 1.mp4
[2025-09-13 00:04:48] 已保存分块 36/52 用于文件 1.mp4
[2025-09-13 00:04:48] 已保存分块 37/52 用于文件 1.mp4
[2025-09-13 00:04:48] 已保存分块 38/52 用于文件 1.mp4
[2025-09-13 00:04:48] 已保存分块 39/52 用于文件 1.mp4
[2025-09-13 00:04:49] 已保存分块 40/52 用于文件 1.mp4
[2025-09-13 00:04:49] 已保存分块 41/52 用于文件 1.mp4
[2025-09-13 00:04:49] 已保存分块 42/52 用于文件 1.mp4
[2025-09-13 00:04:49] 已保存分块 43/52 用于文件 1.mp4
[2025-09-13 00:04:49] 已保存分块 44/52 用于文件 1.mp4
[2025-09-13 00:04:49] 已保存分块 45/52 用于文件 1.mp4
[2025-09-13 00:04:49] 已保存分块 46/52 用于文件 1.mp4
[2025-09-13 00:04:49] 已保存分块 47/52 用于文件 1.mp4
[2025-09-13 00:04:50] 已保存分块 48/52 用于文件 1.mp4
[2025-09-13 00:04:50] 已保存分块 49/52 用于文件 1.mp4
[2025-09-13 00:04:50] 已保存分块 50/52 用于文件 1.mp4
[2025-09-13 00:04:50] 已保存分块 51/52 用于文件 1.mp4
[2025-09-13 00:04:50] 文件 1.mp4 上传完成并合并成功。保存路径: D:\phpstudy_pro\WWW\gaoguangshike.cn/uploads/final_videos/68c444a25c84f_1757693090_1.mp4, 文件大小: 103.31 MB
[2025-09-13 00:06:55] 已保存分块 0/45 用于文件 10.mp4
[2025-09-13 00:06:55] 已保存分块 1/45 用于文件 10.mp4
[2025-09-13 00:06:55] 已保存分块 2/45 用于文件 10.mp4
[2025-09-13 00:06:55] 已保存分块 3/45 用于文件 10.mp4
[2025-09-13 00:06:55] 已保存分块 4/45 用于文件 10.mp4
[2025-09-13 00:06:55] 已保存分块 5/45 用于文件 10.mp4
[2025-09-13 00:06:56] 已保存分块 6/45 用于文件 10.mp4
[2025-09-13 00:06:56] 已保存分块 7/45 用于文件 10.mp4
[2025-09-13 00:06:56] 已保存分块 8/45 用于文件 10.mp4
[2025-09-13 00:06:56] 已保存分块 9/45 用于文件 10.mp4
[2025-09-13 00:06:56] 已保存分块 10/45 用于文件 10.mp4
[2025-09-13 00:06:56] 已保存分块 11/45 用于文件 10.mp4
[2025-09-13 00:06:56] 已保存分块 12/45 用于文件 10.mp4
[2025-09-13 00:06:56] 已保存分块 13/45 用于文件 10.mp4
[2025-09-13 00:06:57] 已保存分块 14/45 用于文件 10.mp4
[2025-09-13 00:06:57] 已保存分块 15/45 用于文件 10.mp4
[2025-09-13 00:06:57] 已保存分块 16/45 用于文件 10.mp4
[2025-09-13 00:06:57] 已保存分块 17/45 用于文件 10.mp4
[2025-09-13 00:06:57] 已保存分块 18/45 用于文件 10.mp4
[2025-09-13 00:06:57] 已保存分块 19/45 用于文件 10.mp4
[2025-09-13 00:06:57] 已保存分块 20/45 用于文件 10.mp4
[2025-09-13 00:06:57] 已保存分块 21/45 用于文件 10.mp4
[2025-09-13 00:06:58] 已保存分块 22/45 用于文件 10.mp4
[2025-09-13 00:06:58] 已保存分块 23/45 用于文件 10.mp4
[2025-09-13 00:06:58] 已保存分块 24/45 用于文件 10.mp4
[2025-09-13 00:06:58] 已保存分块 25/45 用于文件 10.mp4
[2025-09-13 00:06:58] 已保存分块 26/45 用于文件 10.mp4
[2025-09-13 00:06:58] 已保存分块 27/45 用于文件 10.mp4
[2025-09-13 00:06:58] 已保存分块 28/45 用于文件 10.mp4
[2025-09-13 00:06:58] 已保存分块 29/45 用于文件 10.mp4
[2025-09-13 00:06:59] 已保存分块 30/45 用于文件 10.mp4
[2025-09-13 00:06:59] 已保存分块 31/45 用于文件 10.mp4
[2025-09-13 00:06:59] 已保存分块 32/45 用于文件 10.mp4
[2025-09-13 00:06:59] 已保存分块 33/45 用于文件 10.mp4
[2025-09-13 00:06:59] 已保存分块 34/45 用于文件 10.mp4
[2025-09-13 00:06:59] 已保存分块 35/45 用于文件 10.mp4
[2025-09-13 00:06:59] 已保存分块 36/45 用于文件 10.mp4
[2025-09-13 00:06:59] 已保存分块 37/45 用于文件 10.mp4
[2025-09-13 00:07:00] 已保存分块 38/45 用于文件 10.mp4
[2025-09-13 00:07:00] 已保存分块 39/45 用于文件 10.mp4
[2025-09-13 00:07:00] 已保存分块 40/45 用于文件 10.mp4
[2025-09-13 00:07:00] 已保存分块 41/45 用于文件 10.mp4
[2025-09-13 00:07:00] 已保存分块 42/45 用于文件 10.mp4
[2025-09-13 00:07:00] 已保存分块 43/45 用于文件 10.mp4
[2025-09-13 00:07:00] 已保存分块 44/45 用于文件 10.mp4
[2025-09-13 00:07:00] 文件 10.mp4 上传完成并合并成功。保存路径: D:\phpstudy_pro\WWW\gaoguangshike.cn/uploads/final_videos/68c44524ce519_1757693220_10.mp4, 文件大小: 89.62 MB
[2025-09-13 00:09:04] 已保存分块 0/45 用于文件 10.mp4
[2025-09-13 00:09:04] 已保存分块 1/45 用于文件 10.mp4
[2025-09-13 00:09:04] 已保存分块 2/45 用于文件 10.mp4
[2025-09-13 00:09:04] 已保存分块 3/45 用于文件 10.mp4
[2025-09-13 00:09:04] 已保存分块 4/45 用于文件 10.mp4
[2025-09-13 00:09:05] 已保存分块 5/45 用于文件 10.mp4
[2025-09-13 00:09:05] 已保存分块 6/45 用于文件 10.mp4
[2025-09-13 00:09:05] 已保存分块 7/45 用于文件 10.mp4
[2025-09-13 00:09:05] 已保存分块 8/45 用于文件 10.mp4
[2025-09-13 00:09:05] 已保存分块 9/45 用于文件 10.mp4
[2025-09-13 00:09:05] 已保存分块 10/45 用于文件 10.mp4
[2025-09-13 00:09:05] 已保存分块 11/45 用于文件 10.mp4
[2025-09-13 00:09:05] 已保存分块 12/45 用于文件 10.mp4
[2025-09-13 00:09:05] 已保存分块 13/45 用于文件 10.mp4
[2025-09-13 00:09:06] 已保存分块 14/45 用于文件 10.mp4
[2025-09-13 00:09:06] 已保存分块 15/45 用于文件 10.mp4
[2025-09-13 00:09:06] 已保存分块 16/45 用于文件 10.mp4
[2025-09-13 00:09:06] 已保存分块 17/45 用于文件 10.mp4
[2025-09-13 00:09:06] 已保存分块 18/45 用于文件 10.mp4
[2025-09-13 00:09:06] 已保存分块 19/45 用于文件 10.mp4
[2025-09-13 00:09:06] 已保存分块 20/45 用于文件 10.mp4
[2025-09-13 00:09:06] 已保存分块 21/45 用于文件 10.mp4
[2025-09-13 00:09:07] 已保存分块 22/45 用于文件 10.mp4
[2025-09-13 00:09:07] 已保存分块 23/45 用于文件 10.mp4
[2025-09-13 00:09:07] 已保存分块 24/45 用于文件 10.mp4
[2025-09-13 00:09:07] 已保存分块 25/45 用于文件 10.mp4
[2025-09-13 00:09:07] 已保存分块 26/45 用于文件 10.mp4
[2025-09-13 00:09:07] 已保存分块 27/45 用于文件 10.mp4
[2025-09-13 00:09:07] 已保存分块 28/45 用于文件 10.mp4
[2025-09-13 00:09:07] 已保存分块 29/45 用于文件 10.mp4
[2025-09-13 00:09:08] 已保存分块 30/45 用于文件 10.mp4
[2025-09-13 00:09:08] 已保存分块 31/45 用于文件 10.mp4
[2025-09-13 00:09:08] 已保存分块 32/45 用于文件 10.mp4
[2025-09-13 00:09:08] 已保存分块 33/45 用于文件 10.mp4
[2025-09-13 00:09:08] 已保存分块 34/45 用于文件 10.mp4
[2025-09-13 00:09:08] 已保存分块 35/45 用于文件 10.mp4
[2025-09-13 00:09:08] 已保存分块 36/45 用于文件 10.mp4
[2025-09-13 00:09:08] 已保存分块 37/45 用于文件 10.mp4
[2025-09-13 00:09:08] 已保存分块 38/45 用于文件 10.mp4
[2025-09-13 00:09:09] 已保存分块 39/45 用于文件 10.mp4
[2025-09-13 00:09:09] 已保存分块 40/45 用于文件 10.mp4
[2025-09-13 00:09:09] 已保存分块 41/45 用于文件 10.mp4
[2025-09-13 00:09:09] 已保存分块 42/45 用于文件 10.mp4
[2025-09-13 00:09:09] 已保存分块 43/45 用于文件 10.mp4
[2025-09-13 00:09:09] 已保存分块 44/45 用于文件 10.mp4
[2025-09-13 00:09:09] 文件 10.mp4 上传完成并合并成功。保存路径: D:\phpstudy_pro\WWW\gaoguangshike.cn/uploads/final_videos/68c445a5b29b8_1757693349_10.mp4, 文件大小: 89.62 MB
[2025-09-13 00:09:21] 已保存分块 0/45 用于文件 10.mp4
[2025-09-13 00:09:21] 已保存分块 1/45 用于文件 10.mp4
[2025-09-13 00:09:21] 已保存分块 2/45 用于文件 10.mp4
[2025-09-13 00:09:21] 已保存分块 3/45 用于文件 10.mp4
[2025-09-13 00:09:21] 已保存分块 4/45 用于文件 10.mp4
[2025-09-13 00:09:21] 已保存分块 5/45 用于文件 10.mp4
[2025-09-13 00:09:21] 已保存分块 6/45 用于文件 10.mp4
[2025-09-13 00:09:21] 已保存分块 7/45 用于文件 10.mp4
[2025-09-13 00:09:21] 已保存分块 8/45 用于文件 10.mp4
[2025-09-13 00:09:22] 已保存分块 9/45 用于文件 10.mp4
[2025-09-13 00:09:22] 已保存分块 10/45 用于文件 10.mp4
[2025-09-13 00:09:22] 已保存分块 11/45 用于文件 10.mp4
[2025-09-13 00:09:22] 已保存分块 12/45 用于文件 10.mp4
